Phage accession	Host lineage
KP793111.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793112.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793114.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793115.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793116.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793117.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793118.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793119.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793120.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793121.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793122.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793123.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793124.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793126.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793127.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793128.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793129.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793130.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793131.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793132.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793133.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793134.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP793135.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KP836355.1	{'genus': ['Marinitoga'], 'family': ['Petrotogaceae'], 'order': ['Petrotogales'], 'phylum': ['Thermotogae']}
KP836356.2	{'genus': ['Marinitoga'], 'family': ['Petrotogaceae'], 'order': ['Petrotogales'], 'phylum': ['Thermotogae']}
KP861230.1	{'genus': ['Acinetobacter'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KP861231.1	{'genus': ['Acinetobacter'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KP869100.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KP869101.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KP869102.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KP869103.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KP869104.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KP869105.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KP869106.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KP869107.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KP869110.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KP869111.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KP869112.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KP869113.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KP876465.1	{'genus': ['Streptomyces'], 'family': ['Streptomycetaceae'], 'order': ['Streptomycetales'], 'phylum': ['Actinobacteria']}
KP876466.1	{'genus': ['Streptomyces'], 'family': ['Streptomycetaceae'], 'order': ['Streptomycetales'], 'phylum': ['Actinobacteria']}
KP881332.1	{'genus': ['Staphylococcus'], 'family': ['Staphylococcaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
KP966108.1	{'genus': ['Burkholderia'], 'family': ['Burkholderiaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
KP972568.1	{'genus': ['Vibrio'], 'family': ['Vibrionaceae'], 'order': ['Vibrionales'], 'phylum': ['Proteobacteria']}
KR011061.1	{'genus': ['Skermania'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR029086.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR029087.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR052142.1	{'genus': ['Pseudomonas'], 'family': ['Pseudomonadaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR052143.1	{'genus': ['Pseudomonas'], 'family': ['Pseudomonadaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR052480.1	{'genus': ['Sinorhizobium'], 'family': ['Rhizobiaceae'], 'order': ['Rhizobiales'], 'phylum': ['Proteobacteria']}
KR052481.1	{'genus': ['Sinorhizobium'], 'family': ['Rhizobiaceae'], 'order': ['Rhizobiales'], 'phylum': ['Proteobacteria']}
KR053194.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR053195.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR053196.1	{'genus': ['Tsukamurella'], 'family': ['Tsukamurellaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR053197.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR053198.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR053199.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR053200.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR053201.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR054028.1	{'genus': ['Pseudomonas'], 'family': ['Pseudomonadaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR063267.1	{'genus': ['Vibrio'], 'family': ['Vibrionaceae'], 'order': ['Vibrionales'], 'phylum': ['Proteobacteria']}
KR063278.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR063279.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR063280.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR063281.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR072689.1	{'genus': ['Paracoccus'], 'family': ['Rhodobacteraceae'], 'order': ['Rhodobacterales'], 'phylum': ['Proteobacteria']}
KR080193.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR080194.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR080195.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR080196.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR080197.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR080198.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR080199.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR080200.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR080201.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR080202.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR080204.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR080206.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR091942.1	{'genus': ['Salmonella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KR091952.1	{'genus': ['Pseudomonas'], 'family': ['Pseudomonadaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093626.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093627.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093628.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093629.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093630.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093631.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093632.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093633.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093634.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093635.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093636.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093637.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093638.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093639.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093640.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093641.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093642.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093643.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093644.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093645.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093646.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093647.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093648.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093649.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093651.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093652.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093653.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR093654.1	{'genus': ['Moraxella'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR131710.1	{'genus': ['Fusobacterium'], 'family': ['Fusobacteriaceae'], 'order': ['Fusobacteriales'], 'phylum': ['Fusobacteria']}
KR131711.1	{'genus': ['Fusobacterium'], 'family': ['Fusobacteriaceae'], 'order': ['Fusobacteriales'], 'phylum': ['Fusobacteria']}
KR131750.1	{'genus': ['Enterococcus'], 'family': ['Enterococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
KR233164.1	{'genus': ['Salmonella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KR233165.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KR269718.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KR269719.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KR269720.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KR296686.1	{'genus': ['Salmonella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KR296687.1	{'genus': ['Salmonella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KR296689.1	{'genus': ['Salmonella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KR296693.1	{'genus': ['Salmonella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KR296694.1	{'genus': ['Salmonella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KR296695.1	{'genus': ['Salmonella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KR337643.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR337644.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR337645.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR337646.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR337647.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR337648.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR337649.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR337650.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR337651.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR337652.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR337654.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR347352.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR347353.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR347354.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR347355.2	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR422353.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KR537872.1	{'genus': ['Stenotrophomonas'], 'family': ['Xanthomonadaceae'], 'order': ['Xanthomonadales'], 'phylum': ['Proteobacteria']}
KR560069.1	{'genus': ['Stenotrophomonas'], 'family': ['Xanthomonadaceae'], 'order': ['Xanthomonadales'], 'phylum': ['Proteobacteria']}
KR698074.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
KR709302.1	{'genus': ['Staphylococcus'], 'family': ['Staphylococcaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
KR709303.1	{'genus': ['Staphylococcus'], 'family': ['Staphylococcaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
KR781349.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR816508.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR824843.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
KR869157.1	{'genus': ['Pseudomonas'], 'family': ['Pseudomonadaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
KR902361.1	{'genus': ['Staphylococcus'], 'family': ['Staphylococcaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
KR902980.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR902981.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR902983.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR902986.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR902987.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
KR908644.1	{'genus': ['Staphylococcus'], 'family': ['Staphylococcaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
KR935214.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
